idx,Dataset,Feature Calculator,Feature Level,Number Of Removed Links,Number Of Correct Suggestions,AUC
6,Datasets.Football,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_2,61,1.0,0.5081967213114754
6,Datasets.Football,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_1_And_2,61,1.0,0.5081967213114754
7,Datasets.Football,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1,61,23.0,0.6885245901639344
7,Datasets.Football,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_2,61,3.0,0.5245901639344263
7,Datasets.Football,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1_And_2,61,2.0,0.5163934426229508
7,Datasets.Football,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1,61,0.0,0.5
7,Datasets.Football,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_2,61,22.0,0.680327868852459
7,Datasets.Football,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1_And_2,61,21.0,0.6721311475409836
7,Datasets.Football,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1,61,23.0,0.6885245901639344
7,Datasets.Football,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_2,61,3.0,0.5245901639344263
7,Datasets.Football,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1_And_2,61,2.0,0.5163934426229508
7,Datasets.Football,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1,61,23.0,0.6885245901639344
7,Datasets.Football,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_2,61,3.0,0.5245901639344263
7,Datasets.Football,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1_And_2,61,2.0,0.5163934426229508
7,Datasets.Football,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_1,61,25.0,0.7049180327868853
7,Datasets.Football,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_2,61,3.0,0.5245901639344263
7,Datasets.Football,Feature_Calculator_Enum.Jaccard,Feature_Level_Enum.Level_1_And_2,61,21.0,0.6721311475409836
7,Datasets.Football,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_1,61,23.0,0.6885245901639344
7,Datasets.Football,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_2,61,1.0,0.5081967213114754
7,Datasets.Football,Feature_Calculator_Enum.Clustering_Coefficient,Feature_Level_Enum.Level_1_And_2,61,1.0,0.5081967213114754
7,Datasets.Football,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_1,61,23.0,0.6885245901639344
7,Datasets.Football,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_2,61,1.0,0.5081967213114754
7,Datasets.Football,Feature_Calculator_Enum.Local_Naive_Bayes_based_Common_Neighbor,Feature_Level_Enum.Level_1_And_2,61,1.0,0.5081967213114754
7,Datasets.Football,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_1,61,23.0,0.6885245901639344
