idx,Dataset,Feature Calculator,Feature Level,Number Of Removed Links,Number Of Correct Suggestions,AUC
5,Datasets.Macaque,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_2,140,47.0,0.6678571428571428
5,Datasets.Macaque,Feature_Calculator_Enum.Node_and_Link_Clustering_Coefficient,Feature_Level_Enum.Level_1_And_2,140,54.0,0.6928571428571428
5,Datasets.Macaque,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_1,140,37.0,0.6321428571428571
5,Datasets.Macaque,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_2,140,26.0,0.5928571428571429
5,Datasets.Macaque,Feature_Calculator_Enum.CAR,Feature_Level_Enum.Level_1_And_2,140,32.0,0.6142857142857143
6,Datasets.Macaque,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1,140,40.0,0.6428571428571428
6,Datasets.Macaque,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_2,140,26.0,0.5928571428571429
6,Datasets.Macaque,Feature_Calculator_Enum.Common_Neighbor,Feature_Level_Enum.Level_1_And_2,140,49.0,0.675
6,Datasets.Macaque,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1,140,48.0,0.6714285714285715
6,Datasets.Macaque,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_2,140,54.0,0.6928571428571428
6,Datasets.Macaque,Feature_Calculator_Enum.Preferential_Attachment,Feature_Level_Enum.Level_1_And_2,140,54.0,0.6928571428571428
6,Datasets.Macaque,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1,140,39.0,0.6392857142857142
6,Datasets.Macaque,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_2,140,37.0,0.6321428571428571
6,Datasets.Macaque,Feature_Calculator_Enum.Resource_Allocation,Feature_Level_Enum.Level_1_And_2,140,48.0,0.6714285714285715
6,Datasets.Macaque,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1,140,40.0,0.6428571428571428
6,Datasets.Macaque,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_2,140,28.0,0.6
6,Datasets.Macaque,Feature_Calculator_Enum.Adamic_Adar,Feature_Level_Enum.Level_1_And_2,140,48.0,0.6714285714285715
